ITEM_ID,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,PRICE,GENDER
e0b421f5-481e-4766-847d-474ee9228729,accessories,bag,This black bag for women is quintessential for all occassions,78.99,F
3ab996bb-9c82-4e05-b14a-81a68352c418,instruments,percussion,This acoustic drum is perfect for amateur and professional musicians,392.99,ANY
6bc496d1-f431-4642-b9ae-9dcc5881afe9,electronics,computer,This desktop computer is a boon for productivity,783.99,ANY
7c0147c7-4dba-4d4c-a543-57c5da5a4774,accessories,glasses,These voguish glasses for women are perfect everywhere,93.99,F
a33a4931-ddd6-410e-bf4c-7e1f0a39feec,outdoors,pet,Your dog will love to chase this frisbee,25.99,ANY
b7f0c7f6-3d88-4dda-a6ab-ba3a29502642,apparel,shirt,Striped tee for men for every occasion,241.99,M
ac29564f-2c74-47c7-8f00-5249c8eda839,apparel,jacket,Cool casual jacket for men for all seasons,100.99,M
d229f4fc-1b89-4d13-af33-5f913aa2ce60,groceries,vegetables,This delish veggie is a must-have in every pantry,6.99,ANY
a4fcaa1c-4195-4cf2-a86d-eff58b630fb6,furniture,dressers,This ideal dresser has lots of drawers to organize all your items,208.99,ANY
fdeba818-2269-4cf1-81c8-29fc8d984e6c,footwear,sneaker,Swell pair of dark slate gray sneakers to explore in the city,70.99,M
4f566f59-4400-437a-803e-88f81b303eec,furniture,tables,This definitive rosy-brown dining table will delight everyone,183.99,ANY
4064a5eb-2183-4b89-8989-b8741e4dcb1c,apparel,shirt,Light Steel Blue casual shirt for men,119.99,M
6bd26ffc-9fae-447b-a23c-fcb14187302a,homedecor,decorative,This glass vase is a must-have for your home decor,22.99,ANY
31b83eb4-bd8a-4b5a-87ff-f52abe6aa1f4,footwear,formal,Pair of sparkly heels for women,9.99,F
4a43c5f7-090c-4cce-93fe-36062539ec38,seasonal,christmas,A must-have for the holidays,67.99,ANY
6dc07033-24b9-4467-bd32-31a2e9ccb404,jewelry,bracelet,Dandyish bracelet for men,105.99,M
1fd2dbd0-c0a4-40f7-b7f7-94c0d94a751d,furniture,chairs,Increase your productivity with this comfy light gray office chair,129.99,ANY
af51e84d-4043-4a11-88de-8233129ac8b2,furniture,tables,Increase your productivity with this unrivaled light gray worktable,225.99,ANY
ca25b000-2e61-4d1d-b4f5-02263bb3e93f,footwear,formal,Pair of nude heels for women,9.99,F
a5a8b97e-8464-4da5-ab78-3531e5d313df,accessories,glasses,Groovy glasses for men,90.99,M
434b62f5-08ac-47c8-9847-bdfcb7283f08,jewelry,bracelet,This classy bracelet for women will turn heads,92.99,F
812b315c-fb4b-4103-8911-95968f9cc6c0,seasonal,christmas,A must-have for the holidays,115.99,ANY
856b01b1-5353-4e82-b11c-41088302e6d8,apparel,scarf,Sans pareil scarf for women,125.99,F
21f1a41e-ce2f-4cf5-9aee-e81e9b79c814,furniture,chairs,Enjoy this soft dark slate gray dining chair,170.99,ANY
bb80331b-7da8-4edc-a797-e1d462c14e82,footwear,sneaker,Trendy pair of black and white sneakers to explore in the neighborhood,219.99,M
f1e0660b-53db-4e9a-a86a-8a990d6b2988,seasonal,christmas,A favorite for the holidays,105.99,ANY
15a367e4-4039-432a-b16e-562e3d02f3db,seasonal,easter,A must-have for April,47.99,ANY
73377697-7108-4d8f-9ee1-72603dc4ece9,apparel,jacket,Well-insulated casual coat for men for winter,159.99,M
7186f66d-c305-4b61-b966-80d0c1e003b9,homedecor,decorative,This frame is a must-have for your home decor,15.99,ANY
dc073623-4b95-47d9-93cb-0171c20baa04,accessories,glasses,These groovy glasses for women are perfect everywhere,131.99,F
58b3efdc-79bf-4163-9f4e-38f0833304a8,furniture,sofas,This fancy black sofa will be the highlight of any room,750.99,ANY
39832066-ba59-4dc6-8aca-80ca36d4c92c,seasonal,christmas,A favorite for the holidays,146.99,ANY
8bdfaf9c-4ff6-46bc-a304-33db265f36ef,housewares,bowls,This classic ceramic bowl is a must-have,51.99,ANY
bde65f09-635c-4293-97c0-063d101f9efe,apparel,jacket,Warm all seasons casual jacket for men,119.99,M
6f572e38-61df-4469-be05-b3ad2950a895,groceries,fruits,Make sure to have your fresh dose of vitamin C every day,2.99,ANY
45984cee-39f4-4977-83ff-c9246dfb1d82,seasonal,christmas,A must-have for the holidays,131.99,ANY
c02e9ebe-eb65-4a03-9078-e4faf330ddd0,furniture,tables,Increase your productivity with this unparalleled wheat hue worktable,320.99,ANY
8484c198-4d0c-4c15-9805-db81ea8d705a,homedecor,cushion,This yellow set of cushions is very nice,59.99,ANY
ec02b332-05a5-40dd-ae9d-2b0672baaa6e,books,travel,Plan your next trip with this essential reference book on Japan,15.99,ANY
7d6e50fb-c941-4f1e-b97d-612f627a271a,homedecor,cushion,This dark gray square cushion is a must-have for your house,37.99,ANY
3eba60d7-fbde-4f4d-bb3a-30df62057fe0,accessories,belt,Ultracool belt for all occasions,64.99,M
7833c1b0-4ee2-45f8-b9e6-a3a5ed20183f,jewelry,necklace,Outstanding necklace for women,97.99,F
4992fa6d-03f3-4e30-9f0e-bff69a4fb67d,footwear,formal,Pair of light slate gray heels for women,9.99,F
6177b0fb-944b-41da-87ea-f0d643ed1953,seasonal,christmas,A must-have for the holidays,66.99,ANY
e7af1dbd-4ab2-4201-b70f-1a52e4ea9250,footwear,formal,Pair of brown formal shoes for men,9.99,M
9bfae0e7-27ee-497a-b853-e663578417e7,groceries,vegetables,Keep your pantry well stocked with this tasty and polyvalent veggie,6.99,ANY
0451dee1-8367-4bf7-95a8-1e96c4f96784,apparel,scarf,Funky scarf for men,87.99,M
da1f2a8f-5372-4102-b357-9e40900ebb08,accessories,backpack,This red backpack for women is first-class for the season,148.99,F
65921948-81ea-4075-8649-4c9de10f5525,accessories,belt,Cool belt for all occasions,58.99,M
d075a8b0-003f-4493-8063-857020a617b7,homedecor,lighting,This hanging lamp is a must-have for the lighting of your home,49.99,ANY
2cb36a55-d238-45cf-a3ac-8e2cdf187c43,apparel,socks,Voguish and colorful socks,12.99,F
f3d4fa81-45cc-43f8-ac18-7c721765ff1a,instruments,percussion,This acoustic drum is perfect for amateur and professional musicians,98.99,ANY
47a6ceba-b467-43cb-aac8-b9eb95e3740a,footwear,sneaker,This swell pair of white sneakers is perfect for exploring in the city,189.99,M
aa94f33d-f5bd-401a-a203-6d757a2a2030,jewelry,necklace,Funky necklace for women for any occasion,169.99,F
c4a3ded4-0004-49dd-9f98-542bb6d71f2c,jewelry,earrings,Groovy earrings for men,103.99,M
9f4faccf-39f6-4ee8-9ec9-5f818c8e7452,furniture,sofas,This fancy peru-orange sofa will be the highlight of any room,974.99,ANY
704532b6-1007-476b-86ee-0258f28edc49,accessories,watch,This ultracool watch for men is unparalleled everyday,145.99,M
296d144e-7f86-464b-9c5a-f545257f1700,accessories,backpack,This black backpack for women is first-class for the season,144.99,F
9c05f815-7ecf-4054-9132-7f47455d3a43,accessories,belt,Swell belt for women,25.99,F
229465fa-a602-4ba5-8c9c-646ca57e646a,seasonal,christmas,A must-have for the holidays,76.99,ANY
e66109bf-9ad5-430a-90e5-900c00119f39,housewares,kitchen,Definitive for every kitchen,52.99,ANY
589823cc-89f2-4bd5-8cab-e89478f530ea,books,cooking,Learn to cook Thai cuisine with these easy recipes,47.99,ANY
e8b08d94-751c-4334-8ced-799bf907149e,seasonal,christmas,A must-have for the holidays,137.99,ANY
89b22997-f0a4-4846-9683-2d10f65bb45a,tools,hammer,This hammer is a must-have for your toolbox,16.99,ANY
d6c66a35-d63a-455e-a26e-62a72d1db254,housewares,kitchen,A must-have for your kitchen,65.99,ANY
370d4c36-44ed-4abd-8ccb-41d85b4251c9,apparel,shirt,Supercool dressy shirt for men,206.99,M
cc09417b-a314-4752-9790-dd789d2d24f4,housewares,bowls,Stylish ceramic bowl for every occasion,25.99,ANY
b4891f1e-b0b0-453f-b991-911dc0fda074,seasonal,valentine,A must-have for that special day,23.99,ANY
e2ea5f0e-7c91-4d51-89e2-a06afc5e939b,apparel,jacket,Well-insulated casual jacket for men for all seasons,163.99,M
c7ed1688-5cb8-463d-b0d3-2af518c6146c,furniture,chairs,Edgy dark gray armchair for any room,148.99,ANY
aa4fca9d-d1ef-4529-9169-7bc075733bd5,seasonal,halloween,Be sure to order early in October,25.99,ANY
7a373422-fc33-4e71-959f-99998d0b7686,furniture,sofas,Ideal dark slate gray sofa for any room,880.99,ANY
aa564ee3-67ef-4428-8ad9-fe785a0fff63,tools,screwdriver,This screwdriver is a must-have for your toolbox,7.99,ANY
c60a61d0-d9c3-4336-88f0-aaef40a8d3e6,outdoors,camping,This camping compass is essential in the wilderness,10.99,ANY
b1eb4959-3cf7-4e0b-9473-24d0f900b0ab,outdoors,fishing,Unequaled fishing hooks for every pole,109.99,ANY
7aba3399-b868-4dad-a2fd-05c170aa4232,footwear,formal,Pair of sparkly heels for women,9.99,F
87807a95-ee08-4a17-9a79-af93c7ccd1b5,groceries,bakery,This flavorful strawberry cake will delight everyone,12.99,ANY
9a393431-2a27-4bb5-97fd-74ab904cec03,footwear,sandals,Trendy pair of sandals for women,9.99,F
5ca334e8-5ae0-4935-b797-9b392dd4d0d9,footwear,formal,Pair of hot pink formal shoes for women,9.99,F
83095a08-2968-4275-a375-4fab404df7ac,beauty,grooming,Razor for every bathroom,62.99,M
2b8f89d0-4078-4701-8aac-89c48d8ba392,seasonal,christmas,A must-have for the holidays,114.99,ANY
b2acb802-2873-4604-87ae-4f01f1dafb80,apparel,jacket,Well-insulated casual coat for men for the mountains,84.99,M
44193a01-20c1-4a97-896f-97940ec25ea6,apparel,shirt,Black casual shirt for men,189.99,M
db4f21bd-9abf-4213-81ab-30360979884d,seasonal,christmas,A favorite for the holidays,92.99,ANY
c11354c7-a2fa-489d-9850-1ce5dcebeec5,accessories,glasses,Cool glasses for men,143.99,M
7d676725-83fd-47a4-bd64-8acbed6a5e74,apparel,jacket,Well-insulated casual coat for men for the mountains,196.99,M
c3475696-e060-4672-990d-99594ed8217a,seasonal,christmas,A favorite for the holidays,56.99,ANY
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,homedecor,lighting,This table lamp will enhance your home,53.99,ANY
b41f8f1f-3874-4fa9-8a6e-d9b65a2902df,jewelry,bracelet,A swell bracelet for men,94.99,M
26b2bda2-9397-4d0c-b5bb-9190dbba3acb,electronics,television,This television is perfect for every room,377.99,ANY
5395050a-b064-421f-9023-a269749bda4b,furniture,dressers,This outstanding dresser has lots of drawers to organize all your items,290.99,ANY
cd1a0228-7d3d-4782-a1fb-c1e99bc939b3,seasonal,christmas,A favorite for the holidays,54.99,ANY
a7aeba8c-1feb-4f9c-94d8-031612c55fb8,books,travel,Plan your next trip with this essential reference book on Russia,15.99,ANY
f7d6519f-eba5-4b05-945c-a861d580c99b,floral,arrangement,Roses arrangement grown sustainably on our organic farms,131.99,ANY
59719e89-9677-4201-8aad-fb0157bbd30c,furniture,chairs,Relax in this comfy light gray armchair,205.99,ANY
d0062fa5-02b3-4c94-be9f-2fdafa7cde2d,accessories,backpack,This gainsboro backpack is definitive for the season,145.99,ANY
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,seasonal,easter,A favorite for early April,57.99,ANY
277b9636-f9d4-46f7-9910-6a794f478740,tools,wrench,This wrench is a must-have for your toolbox,20.99,ANY
b884792f-6c44-478e-ae0b-eae89f284f3b,electronics,headphones,This faultless pair of headphones is ideal in clarity,114.99,ANY
d08a900a-211d-4020-8d8b-b36659ecae7c,seasonal,valentine,A must-have for that special day,54.99,ANY
60519db3-763d-41c8-aaf2-630799feefd5,seasonal,easter,A favorite for early April,46.99,ANY
b5daf920-8f69-4603-9ccb-1d7f2b77656e,beauty,grooming,Razor for every bathroom,65.99,ANY
aee3290c-fe89-4606-916f-b59867dbcf04,books,cooking,Learn to cook Morrocan cuisine with these easy recipes,27.99,ANY
28762499-dd36-4b23-96d3-db3eeeaed548,furniture,sofas,"Comfy, warm, and nice.",399.0,ANY
a9d41cae-8d0b-40e9-b198-d18dc0b81158,seasonal,christmas,A must-have for the holidays,115.99,ANY
2a68a810-b819-4d5c-9c13-c43be2eba3c4,homedecor,decorative,This rattan basket is a must-have for your home decor,15.99,ANY
0d354dd4-ebd3-4787-8c9f-dd75f6f401a4,seasonal,valentine,Be sure to order early for that special day,35.99,ANY
e30ac0a3-8fbc-446a-a97c-4efff7c00c54,floral,wreath,Christmas wreath grown sustainably on our organic farms,100.99,ANY
0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903,seasonal,easter,A favorite for early April,54.99,ANY
b2d44b10-c317-49cc-acb3-4bf9e5af8a74,apparel,shirt,Casual shirt for men of all ages,232.99,M
a56308af-abd2-41a0-9cf3-b4a040fd8d3f,seasonal,easter,A must-have for April,31.99,ANY
8b44da10-1133-48e5-b1a6-4f081e46a150,groceries,fruits,This delish fruit is everyone's favorite,2.99,ANY
8325cf2c-2158-4b9b-ab7a-d55e072e9ce6,accessories,backpack,Dark slate gray backpack is practical for traveling,90.99,ANY
2c27752b-8194-489f-96fa-be356fd811e0,accessories,backpack,This dark gray backpack for men is unequaled for exploring far and wide,104.99,M
0403293c-572f-4a75-bbad-129a95db912a,jewelry,bracelet,A marvelous bracelet for women to adorn any wrist,112.99,F
6b2f84ac-e8c8-4581-a474-6657765887be,outdoors,kayaking,Be sure to use this paddle for speedier kayaking,24.99,ANY
9b752d29-c442-4347-b282-a9b0b77be1b2,homedecor,cushion,This cushion set is very stylish,37.99,ANY
47549d7f-6352-4128-8e48-dbb838cd3b4c,tools,hammer,Essential hammer for every craftperson,15.99,ANY
eb18ce0f-6a22-41e6-b04a-27daab2846d0,accessories,glasses,These cool glasses for men are unsurpassed,73.99,M
043ae9af-556e-4ac9-b2ce-9c97071d4d08,furniture,tables,Increase your productivity with this unequaled light slate gray worktable,295.99,ANY
e5816ea5-3ce2-4b86-9530-9b221b357b43,homedecor,lighting,This jar candle will enhance your home,43.99,ANY
038bad45-2da7-40ed-ad24-a18dcf4ae139,footwear,formal,Pair of sienna formal shoes for women,9.99,F
7392337e-0136-4e87-875e-0f7b668ab742,homedecor,cushion,This cushion set is a must-have for your house,31.99,ANY
c863d368-e299-4ae3-bac7-7f2cbb6717d6,jewelry,bracelet,Sublime bracelet for women for every occasion,133.99,F
7c0b9b63-33ae-409c-b5f5-d5aa020a4344,electronics,camera,This video camera is perfect for capturing those special moments,1706.99,ANY
128237ba-34a4-4d45-88e1-fcb00109ff81,homedecor,lighting,This floor lamp is a must-have for the lighting of your home,32.99,ANY
b87da3f8-9a3e-417d-abd7-16329c5be1ba,beauty,bathing,Enjoy the fragrance of this luxurious soap,43.99,ANY
58c4056b-bad4-4098-9996-2c6d3be93218,groceries,bakery,Cookie made fresh daily in our kitchens,10.99,ANY
2a503471-8576-4a1c-9f4b-f33d6048781b,instruments,strings,This electric bass will delight the most demanding musician,428.99,ANY
610d0b43-fbc2-481c-b2cb-570a4f8c214c,floral,wreath,Christmas wreath grown sustainably on our organic farms,147.99,ANY
59b807a4-23d7-49f4-b3c1-64035bb3f35b,apparel,scarf,Funky scarf for men,80.99,M
4952a24b-7c7c-4ee6-a448-720e97927ba8,accessories,watch,Cool men's watch for every occasion,84.99,M
7ebde00c-9738-42af-9d28-1a20e1619611,footwear,sandals,Swanky pair of sandals for women,9.99,F
c54d3f55-35b8-47c6-9771-a573aa00f4ad,furniture,chairs,Enjoy this soft peru-orange dining chair,146.99,ANY
778b57bd-7c54-4edd-8ed4-02deb90bad94,furniture,dressers,Unparalleled sienna dresser with lots of drawers is a must-have,228.99,ANY
437f3c6b-5fe6-4af0-9db6-ff3a0f44f585,accessories,backpack,Dark slate gray men's backpack for roving far and wide during the season,87.99,M
2c6ce233-7b8c-4866-b04e-ec71c083b797,furniture,tables,Ideal white dining room for the whole family,148.99,ANY
e48a456e-bf9c-4750-976f-1e66db61b7b9,groceries,vegetables,Keep your pantry well stocked with this delish and polyvalent veggie,4.99,ANY
79f35543-d013-426e-a2b2-64a03921243f,furniture,tables,Cool wooden coffee table to enliven your day,165.99,ANY
f0b502a3-9b02-4dff-9898-97ce83a4fb81,books,travel,Plan your next trip with this essential reference book on Australia,15.99,ANY
274f6a3b-a782-4c02-a35c-098d38fccb50,seasonal,halloween,A must-have for that fanciful day loved by all,15.99,ANY
b48717fa-76f0-4cd9-af37-81961de245a6,accessories,glasses,These sassy glasses for women are perfect everywhere,134.99,F
4ce887e4-5122-4460-ac6e-eddf8bd0e64c,groceries,bakery,This tasty cream cake will delight everyone,17.99,ANY
59bb3cc4-9757-49a0-ac62-8c0afe105a3d,floral,plant,Indoor plant grown sustainably on our organic farms,117.99,ANY
ba131f5c-e3c7-4617-acbd-22c561c7cf97,footwear,formal,Pair of brown formal shoes for men,9.99,M
af4c855d-7897-41e3-b265-35941a64e659,electronics,speaker,Faultless speakers to fill the house with beautiful music,152.99,ANY
b354d578-7bc2-460e-a1d1-703ae0af1343,accessories,watch,This trendy watch for men is unparalleled everyday,95.99,M
11c35f7b-ae6f-4291-92a0-0741ce3bdbb0,tools,drill,This drill is a must-have for your toolbox,18.99,ANY
77165ec4-e965-47b2-adbc-5d0e519c00ed,accessories,backpack,Dark slate gray men's backpack for strolling far and wide during the season,114.99,M
8e3d277d-0e58-438a-a271-904d86528f4f,footwear,boot,This pair of saddle brown boots is sublime for the weekend,162.99,F
122339eb-ecbb-42e1-96c5-7559c3656f83,groceries,vegetables,Keep your pantry well stocked with this yummy and polyvalent veggie,5.99,ANY
b840c965-bff0-481f-8d65-e3c2142a39c5,apparel,jacket,Well-insulated all seasons casual jacket for men,146.99,M
a835dad2-1935-40a4-a32d-da112fafc3a3,outdoors,fishing,Foolproof and easy to use fishing reel,73.99,ANY
2da1845a-7577-4103-872f-f9df131441e9,footwear,sneaker,This pair of white sneakers is awesome for exploring in the neighborhood,191.99,F
4cdc5870-4d96-4cc3-8fc0-4ef81d7cc7f6,groceries,seafood,"Yummy oysters, always sourced sustainably",23.99,ANY
d3707d88-756b-4937-b0d4-d7c84e4cc14e,tools,wrench,This wrench is a must-have for your toolbox,11.99,ANY
02b959b5-7fa8-44ad-8eb2-faf6b750980e,furniture,sofas,This rich black sofa will be the highlight of any room,403.99,ANY
6c5a41f0-8df6-4279-802e-f06d00c0fb0e,tools,saw,This saw is a must-have for your toolbox,22.99,ANY
7094c84b-1110-4849-b7cd-e05c13e71357,homedecor,clock,This alarm clock is a must-have,122.99,ANY
3648ad78-08f6-421e-a025-999f4bdc8fa7,furniture,chairs,Increase your productivity with this nice tan office chair,87.99,ANY
